,content,sentimen
3362,"Bagus sih, tpi pas nyampek rank gold itu lo yebelin banget Bisa ga di bikin agak gampang.. Ini saya dah main ber kali² Tetep nyetak di gold terus, jadi males main, mending comback ml aja gua",0.0
3363,"Tidak bisa login, Error",0.0
3364,KURANGIN BOT NYA ANJINGGGGG UDAH JELEK BANYAK BOT BUTA MAP KONCOLL,0.0
3365,"Login pake email, agak susah, gk malah login pake akun lain kan gk jelas, jaringan down sendiri...Klo gk bisa bikin game mending gk usah sekalian",0.0
3366,PERBAIKAN BUG MENTOK 95% DIDALAM GAME!!!!!!! SAYA KEHILANGAN BANYAK BINTANGGG TOLONG DONG DEVELOPER PLIS,0.0
3367,Jlk sangat grafik tak bagus,0.0
3368,Game idiot banyak dark sistemnya,0.0
3369,Game tidak jelas,0.0
3370,tidak bagus,0.0
3371,Ga asik mending ml,0.0
3372,game plagiat,0.0
3373,Honor of kings babiasu 壹起走吧走的路 🤢👿🖕🖕🖕,0.0
3374,B aja,0.0
3375,"Buat developernya mohon banget untuk misahin server indo sama yang lain,selain gak bisa diajak kompromi juga bikin ngelag buat kita thanks",0.0
3376,"Sistem match random kurang, Banyak Dark System, Jadi males maen",0.0
3377,Banyak lag saat bermain,0.0
3378,game ga jelas slalu masalah jaringan...,0.0
3379,APLIKASI ini sangat lag dan lama tekan dan Lama,0.0
3380,Gak bisa login masalah sarver terus,0.0
3381,Ga usa sok sok nyaingi!!!,0.0
3382,Game nglag bet dan matchingnya GK seimbang,0.0
3383,Kurang menarik,0.0
3384,Kurang sakit turet nya cobak bikin lebih sakit,0.0
3385,"Game jelek . efeknya doangbagus,sinyal nya padahal bagus tapi kenapa ngelag ngelag 😠😠😠😠👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",0.0
3386,Pass login baik baik aja tapi pas mau mulai Main rank terus ku pencet berkali kali itu tombol cari mach ya tapi GK bisa bisa Padahal game ya bagus loh game ya seru Tapi saya kasih bintang dua karena Saya cuma bisa main lobby GK bisa main di Game ya gitu jadi developer mohon di perbaiki sedikit game ya,0.0
3387,Kenapa setiap mau. Mulai ngeleg babi,0.0
3388,"sinyalku lancar tpi pas main patah2,pdhal kalo main ML juga aman2 aja licin,kalo dipikir2 mending ML sih",0.0
3389,Njir lagg parah cok,0.0
3390,"Kekurangan dari game ini adalah delay skill yang sangat lama,susah untuk mengenai hero lawan ketika menggunakan skill hero",0.0
3391,ini gem ngeleg dan ini gem gak oantes di mainin sumpah kalian jangan instal gem ini nyesel gue aja nyesel banget sumpah,0.0
3392,game plagiat,0.0
3393,Gamenya tidak balance sama sekali,0.0
3394,Gimana ni admin nya selalu mvp tapi di kasih temen yg ga bener mana semua temen nya dark sistem dari platinum 3 sampai turun gold 1 gimana mana tiap hari di kasih dark sistem tolong lah yg adil match nya jangan menang 1 kalah 5 kali selalu mvp nya aku min,0.0
3395,Iklan nya nyindir Mulu dan darksistem ml pindah ke sini hok jadi malas main🗿,0.0
3396,Banyak bug,0.0
3397,Grafik nya patah patah,0.0
3398,Game apaan nih jelek amat gue mau main rank aja nggak bisa malah loading mulu sampai 4 jam padahal kuota masih full saran jangan download gamenya,0.0
3399,"sistem pilih kasih, dapet tim lawak mulu sangat tidak rekomended bintang 1",0.0
3400,bangke darksistem banyak bngt wkwk,0.0
3401,"Ini sistem MVP nya gimana ya, udah bagus dalam semua stat nya malah yg lain yg dapat, tau banget punya kartu bintang ganda :(",0.0
3402,kenapa saya tidak bisa login kedalam game?selalu stuck di 17% padahal wifi saya tidaj bermasalah saya sudah restart berulang kali tetap tidak bisa tolong jawab,0.0
3403,ngeframe pdhl jaringan bagus,0.0
3404,Game plagiat,0.0
3405,Banyak dark sistem ketemu random bodoh padahal Hero udah gampang,0.0
3406,"game rusak udh di atur smooth masih aj tetap leg padahl ruang penyimpan gk full, mending balik game sebelah lagi aj",0.0
3407,"JELEKK, DASAR GAME PLAGIAT",0.0
3408,Game buruk sistem buruk sma aja buruknya kayak mobile legend sama selalu dapat drak sistem kadang gampang banget kadang team yang gak jelas jangan main game ini game setres,0.0
3409,"tolong optimasi game nya di benerin lagi,main hok serasa buka apk berat sampai hp frame",0.0
3410,Ngelag an padahal jaringan full,0.0
3411,game ini pantes diblokir,0.0
3412,Sama aja kek ml banyak dark sistem setiap mau naik master kalah terus 3x berturut turut dapet team player Philipina terus beban team g naik2 ke master parah kalo sistemnya kek gini bikin player g betah,0.0
3413,Udah mulai banyak drak sistem udah los 5 kali gara gara mm kalah lane,0.0
3414,loginnya stuck di 18% pdhl udh di tunggu lama bgt jaringan jg oke² aja,0.0
3415,"Game busuk udah tier diamond gapernah menang menang lagi selalu dapet team yang ngetroll gajelas ni game,lawan musuh nya berat berat terus giliran team kita dapet yang jeleknya🖕,mending ML",0.0
3416,"Bingung memilih hero untuk lane yg diinginkan saat diroom, kalo bisa lebih di perjelas untuk simbol masing² lane untuk memilih hero. Jadi pengguna baru lebih mudah mencari hero untuk lane yg diinginkan.",0.0
3417,Gem burik bagusan ml cuma niruin burikkkkkkkkkk ga bagus sama sekali mending mlbb,0.0
3418,Game taiii bott semua💩💩,0.0
3419,Sering ngelag di tengah permainan,0.0
3420,Jujur Grafiknya bikin pusingg jadi bintang 1 deh lain kali benerin grafiknya ya,0.0
3421,Banyak dark sistem yang bikin kalah,0.0
3422,Game sampahhh,0.0
3423,Kok gak bisa ya game nya di buka,0.0
3424,jelek banget game nya mending download mlbb dari pada game tolol kayak gini,0.0
3425,Tolong dong jangan sering2 ngeframe padahal grafik udah paling kecil yaitu standar tapi masih aja ngeframe_- tolong diperbaiki!!,0.0
3426,tolong dong di fix bug ny cape aku bug sinyal mulu padahal internet lancar,0.0
3427,"Game yg paling banyak npc/bot nya selama saya bermain banyak game,,lebih disaring lg dong hok,,,gimana mau ngalahin game sebelah",0.0
3428,Tidak suport hp kentang dan ngelek banget padahal jaringan bagus,0.0
3429,jelekk coldown nya lama,0.0
3430,Game ini pay-to-win parah,0.0
3431,Game ini pay-to-win parah,0.0
3432,Kurang baik masak hp saya ram 1 main ml aja santai giliran main ini keluar sediri,0.0
3433,Banyak orang yang coba coba hero di ranked,0.0
3434,Jelek sekali dan tidak menarik,0.0
3435,Banyak player dark sistem,0.0
3436,GAME BURIK GAK ADA BEDA NYA SAMA MOBA MLBB... SELALU DPAT TIM BABI KAYAK GAME BABI INI. DAN PILIHAN BENAR HAPUS LANGSUNG GAME GK MUTU INI!!! JGN SMPAI NYESAL INSTALL NY GUYS HBISIN PAKET. RUGI!!,0.0
3437,gamenya geraviknya burik mending ml geraviknya bagus salah gak patah lagi,0.0
3438,Heronya susah untuk dipelajari,0.0
3439,"Mohon maaf , aku kira aku bisa dapat petualangan baru, ternyata mirip mlbb Aku pengen game yg lebih baru, trus aku ngelag terus di HP ku, mohon di perbarui",0.0
3440,Banyak darksistemmmm nya tolong kalau kasih tim yang benerrrr saya kalah menang mulu kek nya saya gak blleh naik rank sama hok nya saya stress tolong donk hok yang bnr kasih tim blok,0.0
3441,Setelah saya maen beberapa minggu game nya tiba² gak bisa di pencet padahal HP gwe lumayan ram 8 untuk kedepanya mohon ditingkatkan lagi aku uninstal,0.0
3442,‎aku bermain hok dengan sangat lag padahal jaringan sudah ok ruang penyimpanan ok grafis rata kiri tetapi masih tetap lag,0.0
3443,Game si peniru,0.0
3444,gak seru banget,0.0
3445,Sering frame rate ketika game berlangsung,0.0
3446,lebih parah musuh ya jago2 sedakan tim ku selalu datim beban sama kaya ml gem babi,0.0
3447,Makin kesini makin busuk tiap main cras jaringan teus. Padahal sinyal bagus. Membosankan. Grafis sudah di turunin ttep aja parah lag jaringan lah apalah.,0.0
3448,Honor game jelek kebanyakan iklan anjingg,0.0
3449,bug nya ngajak ribut,0.0
3450,Terlalu berat padal grafik nya biasa aja,0.0
3451,burik ngeleg dah,0.0
3452,Kenapa setiap di lobi frezz parah gak gerak,0.0
3453,game tai asu ga seru musuh bot kek anj,0.0
3454,game nya burik,0.0
3455,"Masih banyak dark sistem, dan gak logis banget kalau main solo, main solo harus siap kalah disini",0.0
3456,Apa saat macth nglek terus padahal wifi ok kuota ok dan penyimpanan juga ok,0.0
3457,Timnya gak pernah adil masa tim gw gak bisa main lawan tim musuh yang jago padahal rank gw udah dm cape nyetack mulu di DM gara gara timnya yang gak becus kalo ngasih tim yang bener lah cape masa harus maen 1 vs5 yang bener harus lebih teliti lagi ngasih tim tuh,0.0
3458,"maaf ni min untuk server nya kurang, jaringan nya masih naik turun, padahl saya dpt 58 sampai 60 fps, tapi ms nya selalu kuning merah, server nya selalu gangguan, mohon di update untuk memperbaiki server nya yaa min",0.0
3459,Gk seru bayak bab* nya,0.0
3460,Minimal game tu gak plagiat la chuakssssss,0.0
3461,selalu ketemu team yang dark system bahkan lose 10 kali dark system,0.0
3462,Game ini jelek katanya gratis semua,0.0
3463,Susah kali ah kalo masuk,0.0
3464,"Lag parah sampe gk bisa gerak sepanjang game, padahal udh pake wifi trs gantu ke kuota tetep aja lag parah, padahal kecepatan jaringan disini juga stabil, ini gamenya gimana sih, tolong di perbaiki masalah jaringan",0.0
3465,Gampang keluar app dan ngelag,0.0
3466,Saya main game hok ngframe parah ampe suara mesin cukur. tapi game moba sebelah lancar² ko,0.0
3467,dark sistem lebih parah dari ml,0.0
3468,Tencent sebagai developer. Game ini masih banyak masalah 1. Sering terjadi gak seimbang lawan nya 2. Tidak bisa di pencet skill sama layar(stak) 3. Sering terjadi jaringan lancar tetapi gak bisa gerak Itu aja admin tolong kaliam lah ya Tencent,0.0
3469,"Halo developer, kenapa saya tidak bisa masuk ke dalam loby, hanya stuck di logo awal. Hp saya snapdragon 845, ram 6 gb, apa masih kurang?",0.0
3470,Geme bikin setres pusing pala banyak Dark Sistem lol tambah bikin HP meledek,0.0
3471,Tidak bagus dan jelekkk,0.0
3472,Untuk tim nya tolong diberi yang sepadan soalnya musuhnya jago tim nya ga jago plissss🙏,0.0
3473,"KASIH LAWAN TIM NYA YANG BENER DONG ISI DARK SISTEM SEMUA, kecewa.",0.0
3474,"Game gajelas force close terus waktu login padahal memori sudah kosong banyak, spek hp sudah memenuhi internet lancar",0.0
3475,Game alay,0.0
3476,jlk aneh udh bunuh 33 org dan mati 1 malahan pas menang tiba tiba berhenti dan kembali ke awal,0.0
3477,Ini kenapa lag banget sinyalnya padahal awal awal main kagak tapi sesudah main 3hari kok jaringannya merah saat tim fight kalo diloby lancar lancar aja tolong diperbaiki,0.0
3478,Sistem report nya terlalu sensitif. Membuat para Player susah main ranked buruk sekali mudah kena notice report 👎,0.0
3479,G kuat hp gua yg ram4,0.0
3480,Musuhnya terlalu gampang,0.0
3481,game nya burik ak,0.0
3482,iklan anda mengganggu,0.0
3483,Atur dulu kamera dalam game masih terlalu rendah (dekat banget sama heronya ) Gak bisa di tinggikan apa setelanya aja masih kedekatan .,0.0
3484,Game burik ping bagus malah merah,0.0
3485,kok nge bug parah banget,0.0
3486,Babi setiap main kluar truss anjing lah.,0.0
3487,game burik,0.0
3488,Game ajing tolol masa gua di kasih tim yg gak bisa maen,0.0
3489,Bangsad krna game ini hpku rusak lag parah hitam total sampe harus beli hp baru,0.0
3490,"Game rusak match up gak jelas ,karakter kaku ,banyak bot di tim sendiri dan tim lawan player jago semua ... sangat buat kecewa udah top up tpi match up sangat butuk",0.0
3491,Gausah niruin ml ajg hok babi game plagiat Game GK jelas 🖕,0.0
3492,Kek mana game kalian ini main random ga ad komunikasi serasa main sama bot gw uninstall aj,0.0
3493,Jelek game nya,0.0
3494,"Game brangsek,dikit dikit hukuman atas laporan tidak jelas dan tidak bisa banding",0.0
3495,Game baru sok sok an mahal ngeleg gk ngotak anjirrlah Cok,0.0
3496,kenapa saat cari match tidak bisa masuk Dan saat buat lobby ngelek padahal pas dalam game lancar tolong diperbaikin,0.0
3497,ok jelk buruk game tidak pantas di mainkan,0.0
3498,agak suka ngefres,0.0
3499,"Game gaje masa di lobby ping 19ms,pas main malah ping merah 200, tolong di perbaiki lagi sistem jaringan nya",0.0
3500,"Game nya ngebuk Mulu jaringan jelek dikit gamenya gak bisa main klem misi harian malah gak bisa, tolong perbaiki jaringan nya akun udah dikasih login malah keluar sendiri, tolong perbaiki jaringannya",0.0
3501,SERING DI PERTEMUAN DENGAN LEVEL YANG BERBEDA SAYA JADI SYSAH NAIK LEVEL CUMA GARA-GARA TIM NYA GAK SEIMBANG. MOHON DEVELOPER DI PERBAIKI,0.0
3502,"Snapdragon 720 aja ngbug coy,padahal jaringan bagus, bukan sekali dua kali loh.",0.0
3503,banyak dark sistem jadi susah main + kurang banyak bansos ny :),0.0
3504,Jelek banget,0.0
3505,"Pengalaman saya bermain sangat buruk ahir ahir ini, karna koneksi selalu hilang ketika hero musuh datang. Jaringan selalu merah ketika memulai pertempuran dan itu sangat menganggu. Sekian terimakasih",0.0
3506,Apa ini gem kok ngelek ngelek padahal grafiknya normal nggak di tinggikan tapi ngelek ngelek.udah direndahi pu tetap leg juga,0.0
3507,Eh anjg kalau ngasih tim itu yang bagus gblk,0.0
3508,Grafiknya berlebihan,0.0
3509,konrksi jelek sama saja kaya ml moonton bisa di perbaiki.. ?,0.0
3510,masak setiap war sinyal merah mulu sedangkan pas mati jadi stabil lagi tolong plisssssssssss perbaiki supaya bisa stabil sinyalnya,0.0
3511,"Match kaga singkron,yg bisa di banggain cuman skin bagus doang matching sampah benerin tuh matchingnya masih mendingan ml matchingnya ini bobrok banget",0.0
3512,Dikasih darksistem terus dah astaga cape gw,0.0
3513,PLAGIAT ML,0.0
3514,dark sistem anjenggggggggggggggg taekkkkkkkkk asuuuuu,0.0
3515,Game nya jelek ngikutin mll wkwkwkwk,0.0
3516,Bang game jellek kok loading terus sihh,0.0
3517,Geme haram tolol ikut ikut ml,0.0
3518,Game burikk 👎😖,0.0
3519,Game nya bagus tapi suka dapat team yang ngetrol mulu kebanyakan kalah dari pada menang,0.0
3520,"Game nya g seru,ikut ikutan ml lag parah",0.0
3521,Dasar pengikut mobile legens 🤬,0.0
3522,Game rusak parah,0.0
3523,"Matchmaking yang tidak seimbang, fix lag",0.0
3524,Woi yang bener lah kalo pilihin tim masa kalah mulu 10× males main kek gini kalo kalah terus kasih kah tim yang seimbang masa kalo tim bot semua sampe 10× match kalah anjg,0.0
3525,"Mohon devloper saya mau bilang kalau hero saya suka jalan sendiri dan aku kendalikan juga gk bisa,tetap jalan sendiri. Dan pas dh Bisa dikendalikan mati dibunuh musuh mohon devloper di perbaiki",0.0
3526,Game burik,0.0
3527,Mekanik Hero nya terlalu membinggungkan bagi player mlbb yang baru pindah ke hok. Tolong lah developer sesuai kan gameplay Hero nya.,0.0
3528,Game burik sering lag,0.0
3529,Maaf ini nggak bisa login,0.0
3530,Game nya jelek game plagiat soalnya ya game buriq gapunya ide developernya awokakakakakkakaka,0.0
3531,Tolong kurangi player dark system dari luar negeri ataupun dalam negeri gw capek kena lose dark system mulu ya game jgn market doang yg di cari,0.0
3532,gamenya burik,0.0
3533,Tolong perbaiki gamenya pas masuk Game nya ngelag terus padahal dah pake wifi ram msing kuat,0.0
3534,Developer tidak mendengarkan pemain,0.0
3535,Banyak Bug,0.0
3536,Banyak dark system,0.0
3537,game tolol,0.0
3538,Terlalu banyak bug mengganggu,0.0
3539,"Jaringannya sering jelek, buka game lain lancar, giliran hok ping naik turun, direport akhirnya. Prbaikin dlu deteksi afk nya",0.0
3540,GAK SUKA GAME INI,0.0
3541,"Setiap saya bermain kenapa terus terusan dapat tim yang buruk saya udah 20× kalah dirank, dan itu membuatku strees. Mohon maaf tolong berikan aku tim yang seimbang sama musuh, curang kalo musuh jago tapi tim ku tidak ada yang jago terakhir aku gold 1 sekarang gold3. mohon maaf tolong sering diperhatikan untuk tim tim",0.0
3542,woi perbaikilah matchmakingnya gk jelas kl matchmakingnya,0.0
3543,"Sama aj kaya ml, malah lebih bnyk drak sistemnya, kebanyakan KL ngga ngelawan yg lebih kuat ya ngelawan yg lemah, jarang Nemu yang seimbang",0.0
3544,Pertahan tower/tower akhir sangat lemah..tanpa minion saja kita bisa hancurkan...terus sering fram rate .ping sering merah. Game apaan ini?????????????????????????,0.0
3545,"Bagus sih permainannya, tapi grafiknya aja yang belum pas, sama kenapa aku ngeSTUCK di loading screen mulu ?? Wifi udah lancar, dan internet juga bagus. Aku capek nungguin loadingnya. 🥲",0.0
3546,Gua kalah terus dark sistem semua temen gua gestak di GOLD V1,0.0
3547,matchmakingnya gajelas anjg,0.0
3548,Sinyal nya lelet padahal sinyal hp nya bagus normal,0.0
3549,Aneh bet game ny,0.0
3550,Karena ngelek,0.0
3551,"Dari segi hero sangat tidak imbang, item yang tidak begitu ngefek ke hero. Dan masih banyak hero yg perlu di perbaiki skill nya, karena sangat lambat",0.0
3552,Game jelek turret cepet roboh map terlalu luas musuhnya pada hebat hebat huuuu game sampah,0.0
3553,Udah kena draks sistem kalah 16 kali.... Mulai diamond Pindah ke platinum.... GK ada menangnya... Makin kagak jelas.... Pembagian drapick nya..... Burik,0.0
3554,Game nya jelek gerfic ya jelek,0.0
3555,Tolong dong teamnya jangan dark sistem terus dan sering frame drop,0.0
3556,Game yang burik 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎dasar nyamain ML🖕🖕🖕🖕🖕,0.0
3557,Game anj kasih tim gk jelass,0.0
3558,Tolong segera di perbaiki sering terjadi keluar sendiri saat berada di dalam game dan Joy stik kiri tolong di kasih posisi tetap.,0.0
3559,Ini gemnya gimana ya kok lama amat,0.0
3560,Game bagus tapi sering banyak bug seperti loading screen nya lama atau stuck jadi mohon di fix bug nya 🙏,0.0
3561,Game nya banyak ngomong kasar nya gak cocok buat anak anak,0.0
3562,Karena burik jelek lagi,0.0
3563,loading ngestuck ga masuk masuk udah berkali-kali uninstall install reset hp juga,0.0
3564,Niru ml,0.0
3565,"Ngikutin mobile legends, ngelag masa klo masuk harus log in ulang ih",0.0
3566,Game burik ngikutin mlbb,0.0
3567,Game goblok jelek hina ml game hok burik,0.0
3568,Dari lobby nya aja udah mual-_-,0.0
3569,Game apa ini mactmaking GK seimbang,0.0
3570,"Tidak sesuai evennya penipuan semua,kecewa berat",0.0
3571,Min kenapa ketika sya pencet mulai/unduhan pasti langsung gk bisa di pencet,0.0
3572,Lag parah padahal jaringan wifi baik baik saja,0.0
3573,Tidak memuaskan sistem report nya,0.0
3574,"SISTEM REPORT GAK GUNA, NGEREPORT ORANG TROLL GAK PERNAH KENA HUKUMAN, MENDING HAPUS SEKALIAN AJA TU SISTEM REPORT, MALU SAMA AOV BLOK!",0.0
3575,SAYA KASIH BINTANG 2 AJA KARNA BADMOOD GARA' DARK SISTEM TERUS!! SAYA MAU NAIKIN RANK MALAH GA BISA' KARNA DARK SISTEM TEROSSSS UDH LAH MAIN CLASSIC AJ LAH😤😤😤😤,0.0
3576,Maaf karena kasih bintang 1 ya Karena gue main tiap kali war nge freeze parah jd gk cocok deh Mohon grafik di turunkan soalnya suka ngeframe,0.0
