index,Content,Preprocessing,Sentimen,Prediksi,Category
6103,"Sistem Match Masih Gak Bener, mentok di rank diamond Mulu, dapet musuh GG, dapet temen sampah.","['system', 'match', 'tidak', 'bener', 'mentok', 'rank', 'diamond', 'mulu', 'dapet', 'musuh', 'tidak', 'dapet', 'temen', 'sampah']",negatif,negatif,TN
6105,geme sampah,"['game', 'sampah']",negatif,negatif,TN
6107,ga seru,"['tidak', 'seru']",negatif,positif,FP
6108,Game nya gk seru biasa aja,"['game', 'tidak', 'seru']",negatif,positif,FP
6110,"Ternyata Pas udh dapat di rank platinum, nggak ada bedanya sama MLBB BAHKAN LEBIH PARAH, pemain nggak ngerti split push, nggak ngerti ganking","['pas', 'udah', 'rank', 'platinum', 'tidak', 'beda', 'mlbb', 'lebih', 'parah', 'main', 'tidak', 'ngerti', 'split', 'push', 'tidak', 'ngerti', 'ganking']",negatif,negatif,TN
6111,Geme nya bagus tpi kurang HDD aja,"['game', 'bagus', 'hd']",negatif,positif,FP
6112,Sayaa eggk bisa masuk ke in game padahal saya cobain kesemua game masih bisa cuma di hok doang eggkk bisa tolong di perbaiki lagi,"['egk', 'bisa', 'masuk', 'in', 'game', 'cobain', 'semua', 'game', 'bisa', 'honor', 'of', 'kings', 'doang', 'egk', 'bisa', 'tolong', 'baik']",negatif,negatif,TN
6114,Miskin udh MB gede dapet tim ngetrol mending gw hapus uuuu game miskin mending ml,"['miskin', 'udah', 'mb', 'gede', 'dapet', 'tim', 'ngetroll', 'mending', 'hapus', 'u', 'game', 'miskin', 'mending', 'ml']",negatif,negatif,TN
6115,Ow benerin dong game nya gua mau main malah terus gabisa main benerin,"['ow', 'benerin', 'game', 'main', 'gabisa', 'main', 'benerin']",negatif,negatif,TN
6116,Game gaje tolol,"['game', 'tidak', 'jelas', 'tolol']",negatif,negatif,TN
6119,Ngelag gamenya,"['ngelag', 'gamenya']",negatif,negatif,TN
6120,Aku pernah mainkan sekali tapi habis itu aku gk bisa mainin lagi😞😞,"['pernah', 'main', 'sekali', 'habis', 'tidak', 'bisa', 'mainin']",negatif,negatif,TN
6121,plagiat,['plagiat'],negatif,negatif,TN
6122,EH TLOL KALAU MATCH NYA YANG IMBANG,"['eh', 'tolol', 'match', 'imbang']",negatif,negatif,TN
6125,Game susah,"['game', 'susah']",negatif,negatif,TN
6126,Buruk sering leg leg kalian yang hp kentang jangan download game ini ga cocok,"['buruk', 'sering', 'lag', 'lag', 'hp', 'kentang', 'jangan', 'download', 'game', 'tidak', 'cocok']",negatif,negatif,TN
6129,Byk dark system trs jg g adil pemilihan pemainnya kecewa berat,"['banyak', 'dark', 'system', 'trs', 'jg', 'tidak', 'adil', 'pilih', 'mai', 'kecewa', 'berat']",negatif,negatif,TN
6133,Ah elah game plagiat,"['ah', 'elah', 'game', 'plagiat']",negatif,negatif,TN
6134,Tolong berikan kami tim yang bisa bermain dan mengerti rulles,"['tolong', 'tim', 'bisa', 'main', 'erti', 'rules']",negatif,negatif,TN
6136,Perbaiki dong bug nya pas bikin room fps nya langsung turun,"['baik', 'bug', 'pas', 'room', 'fps', 'langsung', 'turun']",negatif,negatif,TN
6138,BURIK BANGET,"['burik', 'banget']",negatif,negatif,TN
6140,Banyak dark system,"['banyak', 'dark', 'system']",negatif,negatif,TN
6141,"Game ampas, mending mobile lagend bisa d andalkan timnya,hok war timnya gk jelas lol mana buta map lagi","['game', 'ampas', 'mending', 'mobile', 'legend', 'bisa', 'andal', 'timnyahok', 'war', 'tim', 'tidak', 'jelas', 'lol', 'buta', 'map']",negatif,negatif,TN
6142,Tim musuh hebat sedangkan rptim saya bot.katanya gak ada yang rebutan role tapi kok ada yang rebutan role,"['tim', 'musuh', 'hebat', 'rptim', 'botkatanya', 'tidak', 'rebut', 'role', 'rebut', 'role']",negatif,negatif,TN
6144,Aku kasih bintang 1 apa temanya suruh kumpul malah maen sendiri,"['kasih', 'bintang', 'tema', 'suruh', 'kumpul', 'main']",negatif,negatif,TN
6145,Dark system lebih parah dri game sebelah:),"['dark', 'system', 'lebih', 'parah', 'game', 'belah']",negatif,negatif,TN
6146,Bisa gakkk sihh ngasihh tim sama musuh ituu imbang?Masaaa iyaaaa sama ajaaa sama ML banyak dark sistemnya?.Bikin males Maen ajaaa.,"['bisa', 'tidak', 'sih', 'ngasih', 'tim', 'musuh', 'imbangmasa', 'iya', 'ml', 'banyak', 'dark', 'system', 'males', 'main']",negatif,negatif,TN
6147,Jelek beet najis🤢🤢🤢🤢,"['jelek', 'banget', 'najis']",negatif,negatif,TN
6148,"Apa coba, ngasih tim ga jelas mulu, inisih dark sistemnya lebih parah dari ml, paling parah malah","['coba', 'ngasih', 'tim', 'tidak', 'jelas', 'mulu', 'inisih', 'dark', 'system', 'lebih', 'parah', 'ml', 'parah']",negatif,negatif,TN
6149,Banyakkan dark system dari indo pula,"['banyak', 'dark', 'system', 'indo']",negatif,negatif,TN
6153,Permainan yg sangat buruk setiap mau naik rank pasti di temuin draksistem lu gak kasiahn prilaku adil min jgn sampe pemain jenuh smpe uninstal,"['main', 'sangat', 'buruk', 'naik', 'rank', 'temuin', 'dark', 'system', 'tidak', 'kasiahn', 'prilaku', 'adil', 'developer', 'jangan', 'sampe', 'main', 'jenuh', 'smpe', 'uninstall']",negatif,negatif,TN
6154,"Matchmaking tidak seimbang, jangan harap mau kalahin ml","['matchmaking', 'tidak', 'imbang', 'jangan', 'harap', 'kalahin', 'ml']",negatif,negatif,TN
6155,"Sistem macth making nya sangat berantakan ,saya selalu berjumpa dengan team yg bodoh ,sedangkan team musuh selalu orang orang jago, game tidak seimbang, saya bahkan bisa kalah hingga 6 kali berturut-turut,saya akan kembali ke mlbb ,bye","['system', 'macth', 'making', 'sangat', 'beranta', 'jumpa', 'team', 'bodoh', 'team', 'musuh', 'orang', 'orang', 'jago', 'game', 'tidak', 'imbang', 'bisa', 'kalah', 'hinga', 'kali', 'berturuturutsaya', 'mlbb', 'bye']",negatif,negatif,TN
6156,Ngikut ngikut ml aja,"['ngikut', 'ngikut', 'ml']",negatif,negatif,TN
6157,"Game Babi, kalo mau disanjung. Jangan buat dark sistem terus. Dari dulu rank saya naik turun, gapernah naik sedikit pun. Kalo anda seperti ini terus, saya akan uninstall selamanya","['game', 'babi', 'sanjung', 'jangan', 'buat', 'dark', 'system', 'rank', 'naik', 'turun', 'gapernah', 'naik', 'uninstall']",negatif,negatif,TN
6164,Jaringn bagus udh masuk g bisa di main kan gk bisa d klik sama sekali jaringn mera trus delay lagih,"['jaringn', 'bagus', 'udah', 'masuk', 'tidak', 'bisa', 'main', 'tidak', 'bisa', 'klik', 'sekali', 'jaringn', 'mera', 'delay']",negatif,negatif,TN
6165,Game plagiat,"['game', 'plagiat']",negatif,negatif,TN
6166,Gem nya bagusan ml,"['game', 'bagus', 'ml']",negatif,positif,FP
6167,Aku main serius kenapa di kasih tim feeder,"['main', 'serius', 'kasih', 'tim', 'feeder']",negatif,negatif,TN
6170,GAME TOLOL BANYAK DARK SISTEM KOCAK,"['game', 'tolol', 'banyak', 'dark', 'system', 'kocak']",negatif,negatif,TN
6173,"Geme ampas, ga sesuai ketemu musuh tiar gede server bebas lgi sering ketemu tim ga paham main musuh ya pro, gimn sih sistem hok game ampas, mending main ml aja lgi, auto hapus hok","['game', 'ampas', 'tidak', 'sesuai', 'ketemu', 'musuh', 'tiar', 'gede', 'server', 'bebas', 'sering', 'ketemu', 'tim', 'tidak', 'paham', 'main', 'musuh', 'ya', 'pro', 'gimn', 'sih', 'system', 'honor', 'of', 'kings', 'game', 'ampas', 'mending', 'main', 'ml', 'auto', 'hapus', 'honor', 'of', 'kings']",negatif,negatif,TN
6174,Susah klo tim dpt bot semua tier platinum juga ga ngaruh dptnya bot,"['susah', 'tim', 'bot', 'semua', 'tier', 'platinum', 'tidak', 'ngaruh', 'dptnya', 'bot']",negatif,negatif,TN
6175,Match making ancur,"['match', 'making', 'ancur']",negatif,negatif,TN
6176,"Game sampah, ngasih tim bot terus, musuhnya player, gak ngotak.","['game', 'sampah', 'ngasih', 'tim', 'bot', 'musuh', 'player', 'tidak', 'ngotak']",negatif,negatif,TN
6177,Burik,['burik'],negatif,negatif,TN
6179,Tolong laa di perbaiki dah cape dapat tim bott Mulu banya player gak jelasss,"['tolong', 'la', 'baik', 'dah', 'cape', 'tim', 'bot', 'mulu', 'banya', 'player', 'tidak', 'jelas']",negatif,negatif,TN
6185,Game jelek grafik tinggi pun masi burik,"['game', 'jelek', 'grafik', 'mas', 'burik']",negatif,negatif,TN
6186,Selalu nglag ngak bisa masuk padahal masih banyak memori yang tersedia anehhhhhh banget setiap main keluar terus padahal sudah coba wifi/data,"['nglag', 'tidak', 'bisa', 'masuk', 'banyak', 'memori', 'sedia', 'aneh', 'banget', 'main', 'keluar', 'coba', 'wifidata']",negatif,negatif,TN
6188,Game animasi nya berat,"['game', 'animasi', 'berat']",negatif,negatif,TN
6189,Game gk jelas,"['game', 'tidak', 'jelas']",negatif,negatif,TN
6193,Banyak dark sistem,"['banyak', 'dark', 'system']",negatif,negatif,TN
6197,Mohon untuk dev nerf hero heino karena terlalu over power dan tidak keseimbangan saat pertandingan 🙏,"['mohon', 'developer', 'nerf', 'hero', 'heino', 'over', 'power', 'tidak', 'imbang', 'tanding']",negatif,negatif,TN
6199,"game busuk udh bgus ad sistem pemilihan lane, udh di pilih lane itu pas ranked dpet nya lane yg lain kecewa beratttttttt","['game', 'busuk', 'udah', 'bagus', 'ad', 'system', 'pilih', 'lane', 'udah', 'pilih', 'lane', 'pas', 'ranked', 'dpet', 'lane', 'kecewa', 'berat']",negatif,negatif,TN
6200,"Sama kaya game sebelah , lostrek juga pusing main nya","['game', 'belah', 'lostrek', 'pusing', 'main']",negatif,negatif,TN
6206,KURANG COCOK BAGI GW DI HP KENTANG SOALNYA NGELAG PARAH DARIPADA ML,"['cocok', 'hp', 'kentang', 'ngelag', 'parah', 'ml']",negatif,negatif,TN
6208,Terkadang jika ingin mengklaim hadiah suka lag/stuck,"['terkadang', 'klaim', 'hadiah', 'suka', 'lagstuck']",negatif,positif,FP
6210,"Tidak jelas penilaian MVP dari sebuah match Sistem matchmaking sangat tidak wajar apalagi di rank bawah Sistem report yamg berfungsi hanya mencuri lane, selebihnya akan di tolak sistem Satu bintang untuk kekurangan tersebut","['tidak', 'jelas', 'nilai', 'mvp', 'match', 'system', 'matchmaking', 'sangat', 'tidak', 'wajar', 'rank', 'system', 'report', 'yamg', 'fungsi', 'curi', 'lane', 'lebih', 'tolak', 'system', 'bintang', 'kurang']",negatif,negatif,TN
6211,Game ini sangat jelek game ini sering di main kan oleh wibu,"['game', 'sangat', 'jelek', 'game', 'sering', 'main', 'wibu']",negatif,negatif,TN
6213,"Awal2 doang servernya bagus, lama lama kayak game sebelah, ampas","['doang', 'servernya', 'bagus', 'game', 'belah', 'ampas']",negatif,negatif,TN
6214,Lag perbaiki,"['lag', 'baik']",negatif,negatif,TN
6216,Ganggu bgt iklan nya,"['ganggu', 'banget', 'iklan']",negatif,negatif,TN
6218,Gamenya busuk,"['gamenya', 'busuk']",negatif,negatif,TN
6219,Kagak asik game nya mendingan ML sih menurut saya,"['tidak', 'asik', 'game', 'mending', 'ml', 'sih']",negatif,negatif,TN
6220,Matchmaking lama,['matchmaking'],negatif,negatif,TN
6221,"Game kebanyakan delay berat banget, dikit dikit ngeframe, ram gede sama aja, gajelas","['game', 'banyak', 'delay', 'berat', 'banget', 'dikit', 'dikit', 'ngeframe', 'ram', 'gede', 'tidak', 'jelas']",negatif,negatif,TN
6222,Ngasih team yang bener anjg dark system lu gabungin sama gua game tolol,"['ngasih', 'team', 'bener', 'anjing', 'dark', 'system', 'gabungin', 'game', 'tolol']",negatif,negatif,TN
6223,Game ccd kaga jelas ajg mmk,"['game', 'cd', 'tidak', 'jelas', 'anjing', 'mk']",negatif,negatif,TN
6224,"Apaan game ngelag terus sampe login 10x baru bisa, ga bisa di pencet. Kecewa la","['game', 'ngelag', 'sampe', 'login', 'x', 'baru', 'bisa', 'tidak', 'bisa', 'pencet', 'kecewa', 'la']",negatif,negatif,TN
6225,"apk nya lag parah,loading nya lama sinyal bagus tetap nge lag","['apk', 'lag', 'parahloading', 'sinyal', 'bagus', 'nge', 'lag']",negatif,negatif,TN
6226,"Game sampah, Masa Loadingnya aja Bisa Berjam jam tiap kali masuk","['game', 'sampah', 'loadingnya', 'bisa', 'jam', 'jam', 'kali', 'masuk']",negatif,negatif,TN
6227,"Dapet tim gk pernah bisa main njir, HOK game ampas","['dapet', 'tim', 'tidak', 'pernah', 'bisa', 'main', 'njir', 'honor', 'of', 'kings', 'game', 'ampas']",negatif,negatif,TN
6228,"Awal"" doang bagus ujung""nya kayak ml di kasih tim yang ga bisa main terus","['doang', 'bagus', 'ujung', 'ml', 'kasih', 'tim', 'tidak', 'bisa', 'main']",negatif,negatif,TN
6229,Tak sesuai dengan iklannya Ternyata tidak bagus dengan tampilan iklannya dan susah,"['tidak', 'sesuai', 'iklan', 'tidak', 'bagus', 'tampil', 'iklan', 'susah']",negatif,negatif,TN
6231,ping sering drop secara tiba-tiba dev,"['ping', 'sering', 'drop', 'developer']",negatif,negatif,TN
6232,Game banyak dark sistem,"['game', 'banyak', 'dark', 'system']",negatif,negatif,TN
6233,Cuihh... dark sistem gila parah Mending lagi mobile legend,"['cuih', 'dark', 'system', 'gila', 'parah', 'mending', 'mobile', 'legend']",negatif,negatif,TN
6234,"Keluhan: min knp masih sama ngestuck mulu pdhl jaringan 4G truss penyimpanan masih banyak kok tetep ngestuck pliss lahh pengen maen gw min dari kmren gak bisa maen"" Gara ngestuck mulu","['keluh', 'developer', 'ngestuck', 'mulu', 'jaring', 'tidak', 'simpan', 'banyak', 'ngestuck', 'plis', 'ken', 'main', 'developer', 'kmren', 'tidak', 'bisa', 'main', 'gara', 'ngestuck', 'mulu']",negatif,negatif,TN
6235,"apakah cuma saya, saya tidak tau setiap main game ini saya ngelag sekali sedang kan memain kan game lain itu baik baik saja dan cepat panas hp saya dan kiota yg barusaya beli dalam sekejap hbis dalam sehari padahal saya beli nya 25GB","['tidak', 'main', 'game', 'ngelag', 'sekali', 'main', 'game', 'baik', 'baik', 'cepat', 'panas', 'hp', 'kiota', 'barusaya', 'beli', 'kejap', 'hbis', 'hari', 'beli', 'gb']",negatif,negatif,TN
6236,Menurut game nya kurang,['game'],negatif,positif,FP
6237,"Gamenya bagus tapi masih banyak kurangnya contohnya di masalah lag Masa mau main malah lag Trs gak mau kepencet Pas main kadang lag parah tiba""keluar dari map😭kadang jalan sendiri padahal sinyal bagusloh kesel kadang kalo main tuh","['gamenya', 'bagus', 'banyak', 'kurang', 'contoh', 'masalah', 'lag', 'main', 'lag', 'trs', 'tidak', 'pencet', 'pas', 'main', 'kadang', 'lag', 'parah', 'tibakeluar', 'mapkadang', 'jalan', 'sinyal', 'bagusloh', 'kesel', 'kadang', 'main', 'tuh']",negatif,positif,FP
6238,untuk developer nya mohon kurangi animasi di loby nya karena animasi ny bikin hp patah patah,"['developer', 'mohon', 'kurang', 'animasi', 'beranda', 'animasi', 'hp', 'patah', 'patah']",negatif,negatif,TN
6240,Game tolol boros kuota masak main dua game habis satu gb,"['game', 'tolol', 'boros', 'kuota', 'main', 'game', 'habis', 'gb']",negatif,negatif,TN
6241,"Player mati banyak tapi gak ada hukuman sama sekali parah, banyak orang ngefeed","['player', 'mati', 'banyak', 'tidak', 'hukum', 'sekali', 'parah', 'banyak', 'orang', 'ngefed']",negatif,negatif,TN
6243,ketika saya main selalu sinyal nya jelek padahal wifi rumah saya bagus,"['main', 'sinyal', 'jelek', 'wifi', 'rumah', 'bagus']",negatif,negatif,TN
6245,Cape banyak sistem hitamnya udah kalah 8 kali tetap aja sistem hitam diberikan cape,"['cape', 'banyak', 'system', 'hitam', 'udah', 'kalah', 'kali', 'system', 'hitam', 'cape']",negatif,negatif,TN
6253,"Kalo kasi tim itu yang setara lah, masa rank tinggi di kasi tim ga guna","['kasih', 'tim', 'tara', 'rank', 'kasih', 'tim', 'tidak', 'guna']",negatif,negatif,TN
6254,Game nya bagus cuma satu masalahnya sistem machmaking nya lebih parah dari ml Dark sistem Mulu ketemunya,"['game', 'bagus', 'system', 'machmaking', 'lebih', 'parah', 'ml', 'dark', 'system', 'mulu', 'ketemu']",negatif,positif,FP
6255,"Tukang copy, game burikk","['tukang', 'plagiat', 'game', 'burik']",negatif,negatif,TN
6256,Geme niru kok bangga,"['game', 'plagiat', 'bangga']",negatif,negatif,TN
6259,"Player ML dark sistem pada pindah kesini semua, alhasil ngerusak game. Semoga para dark sistem ML diberi azab.","['player', 'ml', 'dark', 'system', 'pindah', 'kesini', 'semua', 'alhasil', 'ngerusak', 'game', 'moga', 'parah', 'dark', 'system', 'ml', 'azab']",negatif,negatif,TN
6263,Game terlalu berat signal di game ini patah patah bahkan signal nya nglek,"['game', 'berat', 'signal', 'game', 'patah', 'patah', 'signal', 'nglek']",negatif,negatif,TN
6264,"Match makingnya dong seimbangin masa tiap main solo dapet timnya ampas mulu giliran musuh pada jago, tolong juga jaringannya tingkatin jangan dikit-dikit ngelag jangan kaya game sebelah mintingin fitur fitur sama kualitas tapi ga mentingin playernya tolong match makingnya biar adil","['match', 'making', 'seimbangin', 'main', 'solo', 'dapet', 'tim', 'ampas', 'mulu', 'musuh', 'jago', 'tolong', 'jaring', 'tingkatin', 'jangan', 'dikitdikit', 'ngelag', 'jangan', 'game', 'belah', 'mintingin', 'fitur', 'fitur', 'kualitas', 'tidak', 'mentingin', 'playernya', 'tolong', 'match', 'making', 'biar', 'adil']",negatif,negatif,TN
6265,"Game nya lebih tolol dari game sebelah di kasih tim bot mulu musuh nya jago,saya udah main ini rank saya master 3 bintang 2 mau push rank malah turun rank nya sampai master 5","['game', 'lebih', 'tolol', 'game', 'belah', 'kasih', 'tim', 'bot', 'mulu', 'musuh', 'jagosaya', 'udah', 'main', 'rank', 'master', 'bintang', 'push', 'rank', 'turun', 'rank', 'master']",negatif,negatif,TN
6266,"Masih banyak kekurangan, sering dapat tim tier bawah 😒 gk sesuai tier","['banyak', 'kurang', 'sering', 'tim', 'tier', 'tidak', 'sesuai', 'tier']",negatif,negatif,TN
6267,Jelek bnyk player dark sistem males main nih game mending main ml,"['jelek', 'banyak', 'player', 'dark', 'system', 'males', 'main', 'game', 'mending', 'main', 'ml']",negatif,negatif,TN
6268,Lama banget login nya lebih baik mlbb,"['banget', 'login', 'lebih', 'baik', 'mlbb']",negatif,negatif,TN
6269,Ini game makin malam kita main nya semakin banyak dark system nya sumpah saya kesal sekali 😡,"['game', 'malam', 'main', 'banyak', 'dark', 'system', 'sumpah', 'kesal', 'sekali']",negatif,negatif,TN
6270,Makin lama makin banyak daksistem nya,"['banyak', 'dark', 'system']",negatif,negatif,TN
6273,Plagiat,['plagiat'],negatif,negatif,TN
6274,"Jaringan pas main suka ilang, jelek","['jaring', 'pas', 'main', 'suka', 'hilang', 'jelek']",negatif,negatif,TN
6276,tombol yang tidak responsif dan analog yang hilang tolong di perbaiki,"['tombol', 'tidak', 'responsif', 'analog', 'hilang', 'tolong', 'baik']",negatif,negatif,TN
6281,"Bagus sih tapi tolong ya kenapa pas gw lagi main ngelag banget sampai ngefreeze layar nya padahal dah grafis paling rendah , patah2 naikin rank eh turun gara2 layar ngefreeze, diperbaikin ya🙏","['bagus', 'sih', 'tolong', 'ya', 'pas', 'main', 'ngelag', 'banget', 'freeze', 'layar', 'dah', 'grafik', 'rendah', 'patah', 'naikin', 'rank', 'eh', 'turun', 'gara', 'layar', 'freeze', 'diperbaikin', 'ya']",negatif,positif,FP
6282,"Kalau solo ketemu team idiot terus tpi musuhnya jago tolong yg udah pernah saya report untuk tidak bisa se team lagi apalgi solo,","['solo', 'ketemu', 'team', 'idiot', 'musuh', 'jago', 'tolong', 'udah', 'pernah', 'report', 'tidak', 'bisa', 'team', 'apalgi', 'solo']",negatif,negatif,TN
6283,Animasinya sangat kaku dan hero nya tidak seimbang,"['animasi', 'sangat', 'kaku', 'hero', 'tidak', 'imbang']",negatif,negatif,TN
6285,Tidak bisa login padahal jaringan stabil,"['tidak', 'bisa', 'login', 'jaring', 'stabil']",negatif,negatif,TN
6286,"Game tolol ketika main solo di ranked tidak naik, ketika main bersama (squad) naik ranked","['game', 'tolol', 'main', 'solo', 'ranked', 'tidak', 'naik', 'main', 'squad', 'naik', 'ranked']",negatif,negatif,TN
6292,Iklan nya ganggu bettt dah,"['iklan', 'ganggu', 'banget', 'dah']",negatif,negatif,TN
6294,HOK mengusir player. Saya baru perbaiki reputasi menjadi 90. Setelah main 1 ranked terus saya ke home. Dan yg bener saja reputasi saya di potong menjadi 74.. saran saya new player yg sekiranya cari game yg fun JANGAN MAIN HOK,"['honor', 'of', 'kings', 'usir', 'player', 'baru', 'baik', 'reputasi', 'main', 'ranked', 'home', 'bener', 'reputasi', 'potong', 'saran', 'new', 'player', 'cari', 'game', 'fun', 'jangan', 'main', 'honor', 'of', 'kings']",negatif,negatif,TN
6296,Agak burik,['burik'],negatif,negatif,TN
6297,"Parah dari ML , dapet dark system' bukan asal asal main lagi tapi bocil asia ga tau moba parah game ampass","['parah', 'ml', 'dapet', 'dark', 'system', 'main', 'bocah', 'kecil', 'asia', 'tidak', 'moba', 'parah', 'game', 'ampas']",negatif,negatif,TN
6299,Jelek,['jelek'],negatif,negatif,TN
6301,Jelek banget gw aja liat nya gak sudi,"['jelek', 'banget', 'liat', 'tidak', 'sudi']",negatif,negatif,TN
