,content,lower_case,clean_1,clean_2,normalized,tokens,stopword,stemming,sentimen
6709,Game bagus tapi sering banyak bug seperti loading screen nya lama atau stuck jadi mohon di fix bug nya 🙏,game bagus tapi sering banyak bug seperti loading screen nya lama atau stuck jadi mohon di fix bug nya 🙏,game bagus tapi sering banyak bug seperti loading screen nya lama atau stuck jadi mohon di fix bug nya ,game bagus tapi sering banyak bug seperti loading scren nya lama atau stuck jadi mohon di fix bug nya ,game bagus tapi sering banyak bug seperti loading screen nya lama atau stuck jadi mohon di fix bug nya,"['game', 'bagus', 'tapi', 'sering', 'banyak', 'bug', 'seperti', 'loading', 'screen', 'nya', 'lama', 'atau', 'stuck', 'jadi', 'mohon', 'di', 'fix', 'bug', 'nya']","['game', 'bagus', 'sering', 'banyak', 'bug', 'loading', 'screen', 'stuck', 'mohon', 'fix', 'bug']","['game', 'bagus', 'sering', 'banyak', 'bug', 'loading', 'screen', 'stuck', 'mohon', 'fix', 'bug']",2.0
6710,Game nya banyak ngomong kasar nya gak cocok buat anak anak,game nya banyak ngomong kasar nya gak cocok buat anak anak,game nya banyak ngomong kasar nya gak cocok buat anak anak,game nya banyak ngomong kasar nya gak cocok buat anak anak,game nya banyak ngomong kasar nya tidak cocok buat anak anak,"['game', 'nya', 'banyak', 'ngomong', 'kasar', 'nya', 'tidak', 'cocok', 'buat', 'anak', 'anak']","['game', 'banyak', 'ngomong', 'kasar', 'tidak', 'cocok', 'buat', 'anak', 'anak']","['game', 'banyak', 'ngomong', 'kasar', 'tidak', 'cocok', 'buat', 'anak', 'anak']",2.0
6715,Karena burik jelek lagi,karena burik jelek lagi,karena burik jelek lagi,karena burik jelek lagi,karena burik jelek lagi,"['karena', 'burik', 'jelek', 'lagi']","['burik', 'jelek']","['burik', 'jelek']",2.0
6717,loading ngestuck ga masuk masuk udah berkali-kali uninstall install reset hp juga,loading ngestuck ga masuk masuk udah berkali-kali uninstall install reset hp juga,loading ngestuck ga masuk masuk udah berkalikali uninstall install reset hp juga,loading ngestuck ga masuk masuk udah berkalikali uninstal instal reset hp juga,loading ngestuck tidak masuk masuk udah berkalikali uninstall instal reset hp juga,"['loading', 'ngestuck', 'tidak', 'masuk', 'masuk', 'udah', 'berkalikali', 'uninstall', 'instal', 'reset', 'hp', 'juga']","['loading', 'ngestuck', 'tidak', 'masuk', 'masuk', 'udah', 'berkalikali', 'uninstall', 'instal', 'reset', 'hp']","['loading', 'ngestuck', 'tidak', 'masuk', 'masuk', 'udah', 'berkalikali', 'uninstall', 'instal', 'reset', 'hp']",2.0
6720,Niru ml,niru ml,niru ml,niru ml,plagiat ml,"['plagiat', 'ml']","['plagiat', 'ml']","['plagiat', 'ml']",2.0
6721,"Ngikutin mobile legends, ngelag masa klo masuk harus log in ulang ih","ngikutin mobile legends, ngelag masa klo masuk harus log in ulang ih",ngikutin mobile legends ngelag masa klo masuk harus log in ulang ih,ngikutin mobile legends ngelag masa klo masuk harus log in ulang ih,ngikutin mobile legends ngelag masa kalau masuk harus log in ulang ih,"['ngikutin', 'mobile', 'legends', 'ngelag', 'masa', 'kalau', 'masuk', 'harus', 'log', 'in', 'ulang', 'ih']","['ngikutin', 'mobile', 'legends', 'ngelag', 'masuk', 'log', 'in', 'ulang', 'ih']","['ngikutin', 'mobile', 'legends', 'ngelag', 'masuk', 'log', 'in', 'ulang', 'ih']",2.0
6725,Game burik ngikutin mlbb,game burik ngikutin mlbb,game burik ngikutin mlbb,game burik ngikutin mlb,game burik ngikutin mlbb,"['game', 'burik', 'ngikutin', 'mlbb']","['game', 'burik', 'ngikutin', 'mlbb']","['game', 'burik', 'ngikutin', 'mlbb']",2.0
6726,Game goblok jelek hina ml game hok burik,game goblok jelek hina ml game hok burik,game goblok jelek hina ml game hok burik,game goblok jelek hina ml game hok burik,game goblok jelek hina ml game honor of kings burik,"['game', 'goblok', 'jelek', 'hina', 'ml', 'game', 'honor', 'of', 'kings', 'burik']","['game', 'goblok', 'jelek', 'hina', 'ml', 'game', 'honor', 'of', 'kings', 'burik']","['game', 'goblok', 'jelek', 'hina', 'ml', 'game', 'honor', 'of', 'kings', 'burik']",2.0
6727,Dari lobby nya aja udah mual-_-,dari lobby nya aja udah mual-_-,dari lobby nya aja udah mual_,dari loby nya aja udah mual_,dari beranda nya saja udah mual_,"['dari', 'beranda', 'nya', 'saja', 'udah', 'mual_']","['beranda', 'udah', 'mual_']","['beranda', 'udah', 'mual']",2.0
6729,Game apa ini mactmaking GK seimbang,game apa ini mactmaking gk seimbang,game apa ini mactmaking gk seimbang,game apa ini mactmaking gk seimbang,game apa ini mactmaking tidak seimbang,"['game', 'apa', 'ini', 'mactmaking', 'tidak', 'seimbang']","['game', 'mactmaking', 'tidak', 'seimbang']","['game', 'mactmaking', 'tidak', 'imbang']",2.0
6730,"Tidak sesuai evennya penipuan semua,kecewa berat","tidak sesuai evennya penipuan semua,kecewa berat",tidak sesuai evennya penipuan semuakecewa berat,tidak sesuai evenya penipuan semuakecewa berat,tidak sesuai evenya penipuan semuakecewa berat,"['tidak', 'sesuai', 'evenya', 'penipuan', 'semuakecewa', 'berat']","['tidak', 'sesuai', 'evenya', 'penipuan', 'semuakecewa', 'berat']","['tidak', 'sesuai', 'evenya', 'tipu', 'semuakecewa', 'berat']",2.0
6732,Min kenapa ketika sya pencet mulai/unduhan pasti langsung gk bisa di pencet,min kenapa ketika sya pencet mulai/unduhan pasti langsung gk bisa di pencet,min kenapa ketika sya pencet mulaiunduhan pasti langsung gk bisa di pencet,min kenapa ketika sya pencet mulaiunduhan pasti langsung gk bisa di pencet,developer kenapa ketika sya pencet mulaiunduhan pasti langsung tidak bisa di pencet,"['developer', 'kenapa', 'ketika', 'sya', 'pencet', 'mulaiunduhan', 'pasti', 'langsung', 'tidak', 'bisa', 'di', 'pencet']","['developer', 'sya', 'pencet', 'mulaiunduhan', 'langsung', 'tidak', 'bisa', 'pencet']","['developer', 'sya', 'pencet', 'mulaiunduhan', 'langsung', 'tidak', 'bisa', 'pencet']",2.0
6740,Lag parah padahal jaringan wifi baik baik saja,lag parah padahal jaringan wifi baik baik saja,lag parah padahal jaringan wifi baik baik saja,lag parah padahal jaringan wifi baik baik saja,lag parah padahal jaringan wifi baik baik saja,"['lag', 'parah', 'padahal', 'jaringan', 'wifi', 'baik', 'baik', 'saja']","['lag', 'parah', 'jaringan', 'wifi', 'baik', 'baik']","['lag', 'parah', 'jaring', 'wifi', 'baik', 'baik']",2.0
6741,Tidak memuaskan sistem report nya,tidak memuaskan sistem report nya,tidak memuaskan sistem report nya,tidak memuaskan sistem report nya,tidak memuaskan system report nya,"['tidak', 'memuaskan', 'system', 'report', 'nya']","['tidak', 'memuaskan', 'system', 'report']","['tidak', 'muas', 'system', 'report']",2.0
6742,"SISTEM REPORT GAK GUNA, NGEREPORT ORANG TROLL GAK PERNAH KENA HUKUMAN, MENDING HAPUS SEKALIAN AJA TU SISTEM REPORT, MALU SAMA AOV BLOK!","sistem report gak guna, ngereport orang troll gak pernah kena hukuman, mending hapus sekalian aja tu sistem report, malu sama aov blok!",sistem report gak guna ngereport orang troll gak pernah kena hukuman mending hapus sekalian aja tu sistem report malu sama aov blok,sistem report gak guna ngereport orang trol gak pernah kena hukuman mending hapus sekalian aja tu sistem report malu sama aov blok,system report tidak berguna ngereport orang troll tidak pernah kena hukuman mending hapus sekalian saja itu system report malu sama aov goblok,"['system', 'report', 'tidak', 'berguna', 'ngereport', 'orang', 'troll', 'tidak', 'pernah', 'kena', 'hukuman', 'mending', 'hapus', 'sekalian', 'saja', 'itu', 'system', 'report', 'malu', 'sama', 'aov', 'goblok']","['system', 'report', 'tidak', 'berguna', 'ngereport', 'orang', 'troll', 'tidak', 'pernah', 'kena', 'hukuman', 'mending', 'hapus', 'system', 'report', 'malu', 'aov', 'goblok']","['system', 'report', 'tidak', 'guna', 'ngereport', 'orang', 'troll', 'tidak', 'pernah', 'kena', 'hukum', 'mending', 'hapus', 'system', 'report', 'malu', 'aov', 'goblok']",2.0
6743,SAYA KASIH BINTANG 2 AJA KARNA BADMOOD GARA' DARK SISTEM TERUS!! SAYA MAU NAIKIN RANK MALAH GA BISA' KARNA DARK SISTEM TEROSSSS UDH LAH MAIN CLASSIC AJ LAH😤😤😤😤,saya kasih bintang 2 aja karna badmood gara' dark sistem terus!! saya mau naikin rank malah ga bisa' karna dark sistem terossss udh lah main classic aj lah😤😤😤😤,saya kasih bintang  aja karna badmood gara dark sistem terus saya mau naikin rank malah ga bisa karna dark sistem terossss udh lah main classic aj lah,saya kasih bintang aja karna badmod gara dark sistem terus saya mau naikin rank malah ga bisa karna dark sistem teros udh lah main clasic aj lah,saya kasih bintang saja karena badmod gara dark system terus saya mau naikin rank malah tidak bisa karena dark system teros udah lah main clasic aja lah,"['saya', 'kasih', 'bintang', 'saja', 'karena', 'badmod', 'gara', 'dark', 'system', 'terus', 'saya', 'mau', 'naikin', 'rank', 'malah', 'tidak', 'bisa', 'karena', 'dark', 'system', 'teros', 'udah', 'lah', 'main', 'clasic', 'aja', 'lah']","['kasih', 'bintang', 'badmod', 'gara', 'dark', 'system', 'naikin', 'rank', 'tidak', 'bisa', 'dark', 'system', 'teros', 'udah', 'main', 'clasic', 'aja']","['kasih', 'bintang', 'badmod', 'gara', 'dark', 'system', 'naikin', 'rank', 'tidak', 'bisa', 'dark', 'system', 'ros', 'udah', 'main', 'clasic', 'aja']",2.0
6744,Maaf karena kasih bintang 1 ya Karena gue main tiap kali war nge freeze parah jd gk cocok deh Mohon grafik di turunkan soalnya suka ngeframe,maaf karena kasih bintang 1 ya karena gue main tiap kali war nge freeze parah jd gk cocok deh mohon grafik di turunkan soalnya suka ngeframe,maaf karena kasih bintang  ya karena gue main tiap kali war nge freeze parah jd gk cocok deh mohon grafik di turunkan soalnya suka ngeframe,maf karena kasih bintang ya karena gue main tiap kali war nge freze parah jd gk cocok deh mohon grafik di turunkan soalnya suka ngeframe,maaf karena kasih bintang ya karena gw main tiap kali war nge freeze parah jd tidak cocok dah mohon grafik di turunkan soalnya suka ngeframe,"['maaf', 'karena', 'kasih', 'bintang', 'ya', 'karena', 'gw', 'main', 'tiap', 'kali', 'war', 'nge', 'freeze', 'parah', 'jd', 'tidak', 'cocok', 'dah', 'mohon', 'grafik', 'di', 'turunkan', 'soalnya', 'suka', 'ngeframe']","['maaf', 'kasih', 'bintang', 'ya', 'main', 'kali', 'war', 'nge', 'freeze', 'parah', 'jd', 'tidak', 'cocok', 'dah', 'mohon', 'grafik', 'turunkan', 'suka', 'ngeframe']","['maaf', 'kasih', 'bintang', 'ya', 'main', 'kali', 'war', 'nge', 'freeze', 'parah', 'jd', 'tidak', 'cocok', 'dah', 'mohon', 'grafik', 'turun', 'suka', 'ngeframe']",2.0
6745,Boot dalam game ini lebih buruk dari mobile legend,boot dalam game ini lebih buruk dari mobile legend,boot dalam game ini lebih buruk dari mobile legend,bot dalam game ini lebih buruk dari mobile legend,bot dalam game ini lebih buruk dari mobile legend,"['bot', 'dalam', 'game', 'ini', 'lebih', 'buruk', 'dari', 'mobile', 'legend']","['bot', 'game', 'lebih', 'buruk', 'mobile', 'legend']","['bot', 'game', 'lebih', 'buruk', 'mobile', 'legend']",2.0
6746,Matcmaking rusak,matcmaking rusak,matcmaking rusak,matcmaking rusak,matchmaking rusak,"['matchmaking', 'rusak']","['matchmaking', 'rusak']","['matchmaking', 'rusak']",2.0
6747,"Coba di perbaiki, masa iya baru 5 match grafik nya turun sendiri, game jadi patah"". Game sebelah gw main satu maleman aman"" Aja tuh. Masa iya gw pindah lagi ke game sebelah. Sama pembersihan setelah match, itu terlalu lama Loading nya","coba di perbaiki, masa iya baru 5 match grafik nya turun sendiri, game jadi patah"". game sebelah gw main satu maleman aman"" aja tuh. masa iya gw pindah lagi ke game sebelah. sama pembersihan setelah match, itu terlalu lama loading nya",coba di perbaiki masa iya baru  match grafik nya turun sendiri game jadi patah game sebelah gw main satu maleman aman aja tuh masa iya gw pindah lagi ke game sebelah sama pembersihan setelah match itu terlalu lama loading nya,coba di perbaiki masa iya baru match grafik nya turun sendiri game jadi patah game sebelah gw main satu maleman aman aja tuh masa iya gw pindah lagi ke game sebelah sama pembersihan setelah match itu terlalu lama loading nya,coba di perbaiki masa iya baru match grafik nya turun sendiri game jadi patah game sebelah gw main satu maleman aman saja tuh masa iya gw pindah lagi ke game sebelah sama pembersihan setelah match itu terlalu lama loading nya,"['coba', 'di', 'perbaiki', 'masa', 'iya', 'baru', 'match', 'grafik', 'nya', 'turun', 'sendiri', 'game', 'jadi', 'patah', 'game', 'sebelah', 'gw', 'main', 'satu', 'maleman', 'aman', 'saja', 'tuh', 'masa', 'iya', 'gw', 'pindah', 'lagi', 'ke', 'game', 'sebelah', 'sama', 'pembersihan', 'setelah', 'match', 'itu', 'terlalu', 'lama', 'loading', 'nya']","['coba', 'perbaiki', 'iya', 'baru', 'match', 'grafik', 'turun', 'game', 'patah', 'game', 'sebelah', 'main', 'maleman', 'aman', 'tuh', 'iya', 'pindah', 'game', 'sebelah', 'pembersihan', 'match', 'loading']","['coba', 'baik', 'iya', 'baru', 'match', 'grafik', 'turun', 'game', 'patah', 'game', 'belah', 'main', 'maleman', 'aman', 'tuh', 'iya', 'pindah', 'game', 'belah', 'bersih', 'match', 'loading']",2.0
6748,Game tolol banyak dark sistem anj gk guna mending hapus aja game nya,game tolol banyak dark sistem anj gk guna mending hapus aja game nya,game tolol banyak dark sistem anj gk guna mending hapus aja game nya,game tolol banyak dark sistem anj gk guna mending hapus aja game nya,game tolol banyak dark system anjing tidak berguna mending hapus saja game nya,"['game', 'tolol', 'banyak', 'dark', 'system', 'anjing', 'tidak', 'berguna', 'mending', 'hapus', 'saja', 'game', 'nya']","['game', 'tolol', 'banyak', 'dark', 'system', 'anjing', 'tidak', 'berguna', 'mending', 'hapus', 'game']","['game', 'tolol', 'banyak', 'dark', 'system', 'anjing', 'tidak', 'guna', 'mending', 'hapus', 'game']",2.0
6749,Lama amat loading nya padahal internet lancar,lama amat loading nya padahal internet lancar,lama amat loading nya padahal internet lancar,lama amat loading nya padahal internet lancar,lama amat loading nya padahal internet lancar,"['lama', 'amat', 'loading', 'nya', 'padahal', 'internet', 'lancar']","['loading', 'internet', 'lancar']","['loading', 'internet', 'lancar']",2.0
6751,Sekarang sering drop frame rate dan sering lag dan suka diam seperti patung padahal jaringan lancar tolong di perbaiki masalah ini terimakasih....,sekarang sering drop frame rate dan sering lag dan suka diam seperti patung padahal jaringan lancar tolong di perbaiki masalah ini terimakasih....,sekarang sering drop frame rate dan sering lag dan suka diam seperti patung padahal jaringan lancar tolong di perbaiki masalah ini terimakasih,sekarang sering drop frame rate dan sering lag dan suka diam seperti patung padahal jaringan lancar tolong di perbaiki masalah ini terimakasih,sekarang sering drop frame rate dan sering lag dan suka diam seperti patung padahal jaringan lancar tolong di perbaiki masalah ini terima kasih,"['sekarang', 'sering', 'drop', 'frame', 'rate', 'dan', 'sering', 'lag', 'dan', 'suka', 'diam', 'seperti', 'patung', 'padahal', 'jaringan', 'lancar', 'tolong', 'di', 'perbaiki', 'masalah', 'ini', 'terima', 'kasih']","['sering', 'drop', 'frame', 'rate', 'sering', 'lag', 'suka', 'diam', 'patung', 'jaringan', 'lancar', 'tolong', 'perbaiki', 'masalah', 'terima', 'kasih']","['sering', 'drop', 'frame', 'rate', 'sering', 'lag', 'suka', 'diam', 'patung', 'jaring', 'lancar', 'tolong', 'baik', 'masalah', 'terima', 'kasih']",2.0
6753,Game apa ini banyak dark systemmya main dari malam sampai pagi kalah terus tolong perbaiki system di game ini mau ngereport ga diterima game tolol,game apa ini banyak dark systemmya main dari malam sampai pagi kalah terus tolong perbaiki system di game ini mau ngereport ga diterima game tolol,game apa ini banyak dark systemmya main dari malam sampai pagi kalah terus tolong perbaiki system di game ini mau ngereport ga diterima game tolol,game apa ini banyak dark systemya main dari malam sampai pagi kalah terus tolong perbaiki system di game ini mau ngereport ga diterima game tolol,game apa ini banyak dark systemya main dari malam sampai pagi kalah terus tolong perbaiki system di game ini mau ngereport tidak diterima game tolol,"['game', 'apa', 'ini', 'banyak', 'dark', 'systemya', 'main', 'dari', 'malam', 'sampai', 'pagi', 'kalah', 'terus', 'tolong', 'perbaiki', 'system', 'di', 'game', 'ini', 'mau', 'ngereport', 'tidak', 'diterima', 'game', 'tolol']","['game', 'banyak', 'dark', 'systemya', 'main', 'malam', 'pagi', 'kalah', 'tolong', 'perbaiki', 'system', 'game', 'ngereport', 'tidak', 'diterima', 'game', 'tolol']","['game', 'banyak', 'dark', 'systemya', 'main', 'malam', 'pagi', 'kalah', 'tolong', 'baik', 'system', 'game', 'ngereport', 'tidak', 'terima', 'game', 'tolol']",2.0
6754,Game bnyk iklan taikkk,game bnyk iklan taikkk,game bnyk iklan taikkk,game bnyk iklan taik,game banyak iklan taik,"['game', 'banyak', 'iklan', 'taik']","['game', 'banyak', 'iklan', 'taik']","['game', 'banyak', 'iklan', 'taik']",2.0
6756,event skin banyak giliran ngasih team darksistem semua capek saya gendong !!!!!,event skin banyak giliran ngasih team darksistem semua capek saya gendong !!!!!,event skin banyak giliran ngasih team darksistem semua capek saya gendong ,event skin banyak giliran ngasih team darksistem semua capek saya gendong ,event skin banyak sedangkan ngasih team dark system semua lelah saya gendong,"['event', 'skin', 'banyak', 'sedangkan', 'ngasih', 'team', 'dark', 'system', 'semua', 'lelah', 'saya', 'gendong']","['event', 'skin', 'banyak', 'ngasih', 'team', 'dark', 'system', 'semua', 'lelah', 'gendong']","['event', 'skin', 'banyak', 'ngasih', 'team', 'dark', 'system', 'semua', 'lelah', 'gendong']",2.0
6760,Woy saran dari gua coba lah atur jaringannya gua pake wifi d rumah ngelag trus ajig dri gampley lumayan oke tapi ini jaringan,woy saran dari gua coba lah atur jaringannya gua pake wifi d rumah ngelag trus ajig dri gampley lumayan oke tapi ini jaringan,woy saran dari gua coba lah atur jaringannya gua pake wifi d rumah ngelag trus ajig dri gampley lumayan oke tapi ini jaringan,woy saran dari gua coba lah atur jaringanya gua pake wifi d rumah ngelag trus ajig dri gampley lumayan oke tapi ini jaringan,woy saran dari gua coba lah atur jaringannya gua pake wifi di rumah ngelag terus ajig dari gampley lumayan oke tapi ini jaringan,"['woy', 'saran', 'dari', 'gua', 'coba', 'lah', 'atur', 'jaringannya', 'gua', 'pake', 'wifi', 'di', 'rumah', 'ngelag', 'terus', 'ajig', 'dari', 'gampley', 'lumayan', 'oke', 'tapi', 'ini', 'jaringan']","['woy', 'saran', 'coba', 'atur', 'jaringannya', 'pake', 'wifi', 'rumah', 'ngelag', 'ajig', 'gampley', 'lumayan', 'oke', 'jaringan']","['woy', 'saran', 'coba', 'atur', 'jaring', 'pake', 'wifi', 'rumah', 'ngelag', 'ajig', 'gampley', 'lumayan', 'oke', 'jaring']",2.0
